JobIDRaw|Account|User|State|Partition|ReqCPUS|ReqMem|Timelimit|Submit|Start|End|NodeList|ReqTRES|Reason
5926|hpc|user.51|COMPLETED|cpu|91|94G|3-00:00:00|2023-05-11T22:53:49|2023-05-12T01:46:49|2023-05-13T00:55:49|node2|billing=10,cpu=91,mem=94G,node=1|QOSMaxJobsPerUserLimit
5927|hpc|user.48|COMPLETED|cpu|48|24G|3-00:00:00|2023-05-11T21:10:49|2023-05-11T23:10:49|2023-05-12T20:56:49|node3|billing=10,cpu=48,mem=24G,node=1|None
5928|hpc|user.69|COMPLETED|cpu|6|609G|3-00:00:00|2023-05-11T22:01:49|2023-05-11T22:56:49|2023-05-12T18:46:49|node4|billing=10,cpu=6,mem=609G,node=1|None
5929|hpc|user.30|COMPLETED|cpu|21|88G|3-00:00:00|2023-05-11T21:05:49|2023-05-12T00:32:49|2023-05-12T06:43:49|node5|billing=10,cpu=21,mem=88G,node=1|None
5930|hpc|user.18|COMPLETED|cpu|28|586G|3-00:00:00|2023-05-11T23:12:49|2023-05-12T00:14:49|2023-05-12T17:15:49|node6|billing=10,cpu=28,mem=586G,node=1|None
5931|hpc|user.69|COMPLETED|cpu|38|352G|3-00:00:00|2023-05-11T22:11:49|2023-05-12T01:01:49|2023-05-12T19:51:49|node7|billing=10,cpu=38,mem=352G,node=1|None
5932|hpc|user.88|COMPLETED|cpu|19|420G|3-00:00:00|2023-05-11T21:24:49|2023-05-11T22:32:49|2023-05-12T11:42:49|node8|billing=10,cpu=19,mem=420G,node=1|None
5933|hpc|user.43|COMPLETED|cpu|24|72G|3-00:00:00|2023-05-11T21:41:49|2023-05-11T22:07:49|2023-05-11T23:41:49|node9|billing=10,cpu=24,mem=72G,node=1|Dependency
5934|hpc|user.75|COMPLETED|cpu|23|78G|3-00:00:00|2023-05-12T00:35:49|2023-05-12T01:36:49|2023-05-12T13:52:49|node10|billing=10,cpu=23,mem=78G,node=1|None
5935|hpc|user.62|COMPLETED|gpu|16|288G|3-00:00:00|2023-05-11T22:59:49|2023-05-12T01:22:49|2023-05-12T19:51:49|gpunode1|billing=10,cpu=16,gres/gpu=1,mem=288G,node=1|None
5936|hpc|user.68|COMPLETED|gpu|13|55G|3-00:00:00|2023-05-11T23:07:49|2023-05-11T23:25:49|2023-05-12T00:01:49|gpunode2|billing=10,cpu=13,gres/gpu=1,mem=55G,node=1|None
5937|hpc|user.63|COMPLETED|gpu|14|205G|3-00:00:00|2023-05-12T00:32:49|2023-05-12T01:34:49|2023-05-12T12:06:49|gpunode3|billing=10,cpu=14,gres/gpu=1,mem=205G,node=1|QOSMaxJobsPerUserLimit
5938|hpc|user.11|COMPLETED|gpu|36|136G|3-00:00:00|2023-05-11T23:21:49|2023-05-12T07:28:49|2023-05-13T01:03:49|gpunode4|billing=10,cpu=36,gres/gpu=11,mem=136G,node=1|None
5939|hpc|user.11|COMPLETED|gpu|36|136G|3-00:00:00|2023-05-11T23:50:49|2023-05-12T00:32:49|2023-05-12T14:06:49|gpunode4|billing=10,cpu=36,gres/gpu=13,mem=136G,node=1|None
5940|hpc|user.8|COMPLETED|gpu|53|126G|3-00:00:00|2023-05-11T21:40:49|2023-05-11T23:40:49|2023-05-12T11:26:49|gpunode5|billing=10,cpu=53,gres/gpu=1,mem=126G,node=1|ReqNodeNotAvail
5941|hpc|user.48|COMPLETED|gpu|21|38G|3-00:00:00|2023-05-11T23:58:49|2023-05-12T02:20:49|2023-05-12T17:39:49|gpunode6|billing=10,cpu=21,gres/gpu=1,mem=38G,node=1|QOSMaxJobsPerUserLimit
5942|hpc|user.26|COMPLETED|gpu|20|208G|3-00:00:00|2023-05-11T22:54:49|2023-05-12T01:26:49|2023-05-12T08:09:49|gpunode7|billing=10,cpu=20,gres/gpu=2,mem=208G,node=1|None
5943|hpc|user.6|COMPLETED|gpu|103|189G|3-00:00:00|2023-05-12T00:35:49|2023-05-12T07:46:49|2023-05-12T14:48:49|gpunode8|billing=10,cpu=103,gres/gpu=11,mem=189G,node=1|QOSMaxJobsPerUserLimit
5944|hpc|user.6|COMPLETED|gpu|103|189G|3-00:00:00|2023-05-11T23:23:49|2023-05-12T04:12:49|2023-05-12T06:27:49|gpunode8|billing=10,cpu=103,gres/gpu=16,mem=189G,node=1|None
5945|hpc|user.37|COMPLETED|gpu|17|76G|3-00:00:00|2023-05-11T23:29:49|2023-05-12T02:43:49|2023-05-12T11:53:49|gpunode9|billing=10,cpu=17,gres/gpu=2,mem=76G,node=1|None
5946|hpc|user.23|COMPLETED|gpu|100|1066G|3-00:00:00|2023-05-11T23:00:49|2023-05-12T04:46:49|2023-05-13T04:06:49|gpunode10|billing=10,cpu=100,gres/gpu=12,mem=1066G,node=1|None
5947|hpc|user.23|COMPLETED|gpu|100|1066G|3-00:00:00|2023-05-12T00:16:49|2023-05-12T03:36:49|2023-05-12T10:44:49|gpunode10|billing=10,cpu=100,gres/gpu=14,mem=1066G,node=1|ReqNodeNotAvail
5948|hpc|user.84|COMPLETED|cpu|18|60G|3-00:00:00|2023-05-13T00:34:49|2023-05-13T02:34:49|2023-05-13T03:19:49|node1|billing=10,cpu=18,mem=60G,node=1|None
5949|hpc|user.52|COMPLETED|cpu|47|624G|3-00:00:00|2023-05-12T22:41:49|2023-05-12T23:46:49|2023-05-13T16:47:49|node2|billing=10,cpu=47,mem=624G,node=1|None
5950|hpc|user.54|COMPLETED|cpu|18|137G|3-00:00:00|2023-05-12T23:00:49|2023-05-13T01:50:49|2023-05-13T01:54:49|node3|billing=10,cpu=18,mem=137G,node=1|QOSMaxJobsPerUserLimit
5951|hpc|user.43|COMPLETED|cpu|28|183G|3-00:00:00|2023-05-12T21:53:49|2023-05-12T22:41:49|2023-05-13T09:41:49|node4|billing=10,cpu=28,mem=183G,node=1|None
5952|hpc|user.78|COMPLETED|cpu|21|26G|3-00:00:00|2023-05-12T21:22:49|2023-05-13T01:22:49|2023-05-13T20:10:49|node5|billing=10,cpu=21,mem=26G,node=1|None
5953|hpc|user.88|COMPLETED|cpu|12|314G|3-00:00:00|2023-05-12T21:01:49|2023-05-13T00:34:49|2023-05-13T03:38:49|node6|billing=10,cpu=12,mem=314G,node=1|None
5954|hpc|user.16|COMPLETED|cpu|28|54G|3-00:00:00|2023-05-12T21:33:49|2023-05-13T01:01:49|2023-05-13T12:02:49|node7|billing=10,cpu=28,mem=54G,node=1|None
5955|hpc|user.21|COMPLETED|cpu|14|675G|3-00:00:00|2023-05-12T23:08:49|2023-05-13T00:01:49|2023-05-13T22:51:49|node8|billing=10,cpu=14,mem=675G,node=1|Dependency
5956|hpc|user.79|COMPLETED|cpu|17|33G|3-00:00:00|2023-05-12T23:38:49|2023-05-13T00:29:49|2023-05-13T20:18:49|node9|billing=10,cpu=17,mem=33G,node=1|None
5957|hpc|user.61|COMPLETED|cpu|22|437G|3-00:00:00|2023-05-12T23:54:49|2023-05-13T03:32:49|2023-05-13T17:40:49|node10|billing=10,cpu=22,mem=437G,node=1|None
5958|hpc|user.93|COMPLETED|gpu|54|126G|3-00:00:00|2023-05-12T23:25:49|2023-05-13T02:41:49|2023-05-13T06:41:49|gpunode1|billing=10,cpu=54,gres/gpu=1,mem=126G,node=1|None
5959|hpc|user.60|COMPLETED|gpu|7|40G|3-00:00:00|2023-05-13T00:21:49|2023-05-13T01:31:49|2023-05-13T19:36:49|gpunode2|billing=10,cpu=7,gres/gpu=2,mem=40G,node=1|None
5960|hpc|user.53|COMPLETED|gpu|19|164G|3-00:00:00|2023-05-12T22:46:49|2023-05-13T02:28:49|2023-05-13T23:57:49|gpunode3|billing=10,cpu=19,gres/gpu=1,mem=164G,node=1|None
5961|hpc|user.11|COMPLETED|gpu|50|820G|3-00:00:00|2023-05-13T00:46:49|2023-05-13T03:31:49|2023-05-13T14:53:49|gpunode4|billing=10,cpu=50,gres/gpu=12,mem=820G,node=1|ReqNodeNotAvail
5962|hpc|user.11|COMPLETED|gpu|50|820G|3-00:00:00|2023-05-12T23:34:49|2023-05-13T02:02:49|2023-05-13T20:28:49|gpunode4|billing=10,cpu=50,gres/gpu=11,mem=820G,node=1|QOSMaxJobsPerUserLimit
5963|hpc|user.33|COMPLETED|gpu|47|33G|3-00:00:00|2023-05-12T23:07:49|2023-05-13T02:11:49|2023-05-13T11:34:49|gpunode5|billing=10,cpu=47,gres/gpu=1,mem=33G,node=1|Dependency
5964|hpc|user.10|COMPLETED|gpu|23|30G|3-00:00:00|2023-05-12T23:05:49|2023-05-13T02:24:49|2023-05-14T00:39:49|gpunode6|billing=10,cpu=23,gres/gpu=2,mem=30G,node=1|QOSMaxJobsPerUserLimit
5965|hpc|user.90|COMPLETED|gpu|4|59G|3-00:00:00|2023-05-12T21:53:49|2023-05-13T00:43:49|2023-05-13T07:45:49|gpunode7|billing=10,cpu=4,gres/gpu=2,mem=59G,node=1|Dependency
5966|hpc|user.20|COMPLETED|gpu|68|718G|3-00:00:00|2023-05-12T21:29:49|2023-05-13T01:19:49|2023-05-13T15:08:49|gpunode8|billing=10,cpu=68,gres/gpu=13,mem=718G,node=1|None
5967|hpc|user.20|COMPLETED|gpu|68|718G|3-00:00:00|2023-05-12T21:49:49|2023-05-12T22:11:49|2023-05-13T20:36:49|gpunode8|billing=10,cpu=68,gres/gpu=13,mem=718G,node=1|None
5968|hpc|user.47|COMPLETED|gpu|17|159G|3-00:00:00|2023-05-12T22:54:49|2023-05-13T02:36:49|2023-05-13T23:33:49|gpunode9|billing=10,cpu=17,gres/gpu=2,mem=159G,node=1|ReqNodeNotAvail
5969|hpc|user.65|COMPLETED|gpu|91|739G|3-00:00:00|2023-05-13T00:16:49|2023-05-13T02:39:49|2023-05-13T16:07:49|gpunode10|billing=10,cpu=91,gres/gpu=15,mem=739G,node=1|ReqNodeNotAvail
5970|hpc|user.65|COMPLETED|gpu|91|739G|3-00:00:00|2023-05-12T22:21:49|2023-05-13T04:54:49|2023-05-13T08:10:49|gpunode10|billing=10,cpu=91,gres/gpu=12,mem=739G,node=1|None
5971|hpc|user.22|COMPLETED|cpu|17|23G|3-00:00:00|2023-05-14T00:49:49|2023-05-14T01:39:49|2023-05-14T23:43:49|node1|billing=10,cpu=17,mem=23G,node=1|None
5972|hpc|user.65|COMPLETED|cpu|81|457G|3-00:00:00|2023-05-14T00:26:49|2023-05-14T02:06:49|2023-05-14T17:14:49|node2|billing=10,cpu=81,mem=457G,node=1|None
5973|hpc|user.40|COMPLETED|cpu|14|238G|3-00:00:00|2023-05-13T22:49:49|2023-05-14T00:09:49|2023-05-14T04:02:49|node3|billing=10,cpu=14,mem=238G,node=1|QOSMaxJobsPerUserLimit
5974|hpc|user.85|COMPLETED|cpu|18|258G|3-00:00:00|2023-05-13T22:49:49|2023-05-13T23:21:49|2023-05-14T10:29:49|node4|billing=10,cpu=18,mem=258G,node=1|ReqNodeNotAvail
5975|hpc|user.28|COMPLETED|cpu|19|13G|3-00:00:00|2023-05-14T00:36:49|2023-05-14T00:44:49|2023-05-15T00:02:49|node5|billing=10,cpu=19,mem=13G,node=1|None
5976|hpc|user.3|COMPLETED|cpu|65|134G|3-00:00:00|2023-05-13T22:36:49|2023-05-14T00:20:49|2023-05-14T11:00:49|node6|billing=10,cpu=65,mem=134G,node=1|None
5977|hpc|user.29|COMPLETED|cpu|11|278G|3-00:00:00|2023-05-13T22:11:49|2023-05-14T01:49:49|2023-05-15T00:29:49|node7|billing=10,cpu=11,mem=278G,node=1|None
5978|hpc|user.31|COMPLETED|cpu|15|283G|3-00:00:00|2023-05-14T00:51:49|2023-05-14T02:39:49|2023-05-14T16:22:49|node8|billing=10,cpu=15,mem=283G,node=1|None
5979|hpc|user.47|COMPLETED|cpu|16|35G|3-00:00:00|2023-05-14T00:45:49|2023-05-14T02:01:49|2023-05-14T22:48:49|node9|billing=10,cpu=16,mem=35G,node=1|None
5980|hpc|user.28|COMPLETED|cpu|34|12G|3-00:00:00|2023-05-13T21:10:49|2023-05-13T21:14:49|2023-05-14T19:46:49|node10|billing=10,cpu=34,mem=12G,node=1|QOSMaxJobsPerUserLimit
5981|hpc|user.52|COMPLETED|gpu|1|32G|3-00:00:00|2023-05-13T23:25:49|2023-05-14T02:23:49|2023-05-14T15:19:49|gpunode1|billing=10,cpu=1,gres/gpu=2,mem=32G,node=1|None
5982|hpc|user.30|COMPLETED|gpu|24|11G|3-00:00:00|2023-05-13T22:55:49|2023-05-14T01:51:49|2023-05-14T19:47:49|gpunode2|billing=10,cpu=24,gres/gpu=3,mem=11G,node=1|None
5983|hpc|user.30|COMPLETED|gpu|16|183G|3-00:00:00|2023-05-13T22:11:49|2023-05-13T23:04:49|2023-05-14T00:24:49|gpunode3|billing=10,cpu=16,gres/gpu=2,mem=183G,node=1|None
5984|hpc|user.72|COMPLETED|gpu|96|1312G|3-00:00:00|2023-05-14T00:10:49|2023-05-14T05:57:49|2023-05-15T01:22:49|gpunode4|billing=10,cpu=96,gres/gpu=16,mem=1312G,node=1|None
5985|hpc|user.72|COMPLETED|gpu|96|1312G|3-00:00:00|2023-05-13T21:39:49|2023-05-13T23:31:49|2023-05-14T10:03:49|gpunode4|billing=10,cpu=96,gres/gpu=11,mem=1312G,node=1|QOSMaxJobsPerUserLimit
5986|hpc|user.48|COMPLETED|gpu|31|204G|3-00:00:00|2023-05-13T21:40:49|2023-05-14T01:29:49|2023-05-14T08:35:49|gpunode5|billing=10,cpu=31,gres/gpu=2,mem=204G,node=1|None
5987|hpc|user.51|COMPLETED|gpu|22|16G|3-00:00:00|2023-05-13T23:09:49|2023-05-14T02:04:49|2023-05-14T21:04:49|gpunode6|billing=10,cpu=22,gres/gpu=2,mem=16G,node=1|None
5988|hpc|user.66|COMPLETED|gpu|5|174G|3-00:00:00|2023-05-13T23:18:49|2023-05-14T02:33:49|2023-05-14T05:47:49|gpunode7|billing=10,cpu=5,gres/gpu=1,mem=174G,node=1|None
5989|hpc|user.4|COMPLETED|gpu|79|698G|3-00:00:00|2023-05-13T22:22:49|2023-05-14T02:14:49|2023-05-14T07:06:49|gpunode8|billing=10,cpu=79,gres/gpu=14,mem=698G,node=1|None
5990|hpc|user.4|COMPLETED|gpu|79|698G|3-00:00:00|2023-05-14T00:43:49|2023-05-14T07:15:49|2023-05-14T13:57:49|gpunode8|billing=10,cpu=79,gres/gpu=10,mem=698G,node=1|None
5991|hpc|user.67|COMPLETED|gpu|19|14G|3-00:00:00|2023-05-13T21:18:49|2023-05-13T21:46:49|2023-05-14T08:37:49|gpunode9|billing=10,cpu=19,gres/gpu=1,mem=14G,node=1|None
5992|hpc|user.32|COMPLETED|gpu|98|1308G|3-00:00:00|2023-05-13T21:00:49|2023-05-14T03:17:49|2023-05-14T09:09:49|gpunode10|billing=10,cpu=98,gres/gpu=15,mem=1308G,node=1|None
5993|hpc|user.32|COMPLETED|gpu|98|1308G|3-00:00:00|2023-05-13T23:57:49|2023-05-14T03:00:49|2023-05-14T08:45:49|gpunode10|billing=10,cpu=98,gres/gpu=14,mem=1308G,node=1|None
5994|hpc|user.89|COMPLETED|cpu|8|83G|3-00:00:00|2023-05-15T00:18:49|2023-05-15T03:46:49|2023-05-16T00:43:49|node1|billing=10,cpu=8,mem=83G,node=1|None
5995|hpc|user.37|COMPLETED|cpu|65|131G|3-00:00:00|2023-05-14T22:51:49|2023-05-15T01:22:49|2023-05-15T20:09:49|node2|billing=10,cpu=65,mem=131G,node=1|QOSMaxJobsPerUserLimit
5996|hpc|user.23|COMPLETED|cpu|7|341G|3-00:00:00|2023-05-15T00:06:49|2023-05-15T01:09:49|2023-05-15T04:17:49|node3|billing=10,cpu=7,mem=341G,node=1|None
5997|hpc|user.90|COMPLETED|cpu|11|185G|3-00:00:00|2023-05-14T23:10:49|2023-05-15T00:54:49|2023-05-15T17:55:49|node4|billing=10,cpu=11,mem=185G,node=1|QOSMaxJobsPerUserLimit
5998|hpc|user.76|COMPLETED|cpu|23|54G|3-00:00:00|2023-05-14T21:58:49|2023-05-15T01:58:49|2023-05-15T16:20:49|node5|billing=10,cpu=23,mem=54G,node=1|None
5999|hpc|user.58|COMPLETED|cpu|21|199G|3-00:00:00|2023-05-14T23:32:49|2023-05-15T02:56:49|2023-05-15T18:01:49|node6|billing=10,cpu=21,mem=199G,node=1|None
6000|hpc|user.11|COMPLETED|cpu|43|41G|3-00:00:00|2023-05-14T22:09:49|2023-05-15T00:47:49|2023-05-15T21:23:49|node7|billing=10,cpu=43,mem=41G,node=1|None
6001|hpc|user.100|COMPLETED|cpu|9|479G|3-00:00:00|2023-05-14T23:15:49|2023-05-15T00:46:49|2023-05-16T00:11:49|node8|billing=10,cpu=9,mem=479G,node=1|None
6002|hpc|user.38|COMPLETED|cpu|9|43G|3-00:00:00|2023-05-15T00:43:49|2023-05-15T02:53:49|2023-05-16T01:51:49|node9|billing=10,cpu=9,mem=43G,node=1|QOSMaxJobsPerUserLimit
6003|hpc|user.11|COMPLETED|cpu|23|34G|3-00:00:00|2023-05-14T22:49:49|2023-05-15T01:46:49|2023-05-15T01:54:49|node10|billing=10,cpu=23,mem=34G,node=1|QOSMaxJobsPerUserLimit
6004|hpc|user.10|COMPLETED|gpu|61|315G|3-00:00:00|2023-05-14T23:25:49|2023-05-15T03:09:49|2023-05-15T09:37:49|gpunode1|billing=10,cpu=61,gres/gpu=2,mem=315G,node=1|None
6005|hpc|user.9|COMPLETED|gpu|14|21G|3-00:00:00|2023-05-14T23:00:49|2023-05-15T00:50:49|2023-05-15T11:48:49|gpunode2|billing=10,cpu=14,gres/gpu=1,mem=21G,node=1|QOSMaxJobsPerUserLimit
6006|hpc|user.10|COMPLETED|gpu|11|176G|3-00:00:00|2023-05-14T23:48:49|2023-05-14T23:49:49|2023-05-15T12:20:49|gpunode3|billing=10,cpu=11,gres/gpu=1,mem=176G,node=1|None
6007|hpc|user.59|COMPLETED|gpu|66|15G|3-00:00:00|2023-05-14T21:59:49|2023-05-15T04:51:49|2023-05-15T15:00:49|gpunode4|billing=10,cpu=66,gres/gpu=15,mem=15G,node=1|None
6008|hpc|user.59|COMPLETED|gpu|66|15G|3-00:00:00|2023-05-14T21:43:49|2023-05-14T23:31:49|2023-05-15T06:18:49|gpunode4|billing=10,cpu=66,gres/gpu=12,mem=15G,node=1|None
6009|hpc|user.99|COMPLETED|gpu|62|185G|3-00:00:00|2023-05-14T22:47:49|2023-05-14T23:29:49|2023-05-15T11:48:49|gpunode5|billing=10,cpu=62,gres/gpu=1,mem=185G,node=1|None
6010|hpc|user.45|COMPLETED|gpu|21|59G|3-00:00:00|2023-05-15T00:30:49|2023-05-15T03:20:49|2023-05-16T01:39:49|gpunode6|billing=10,cpu=21,gres/gpu=2,mem=59G,node=1|None
6011|hpc|user.29|COMPLETED|gpu|8|4G|3-00:00:00|2023-05-14T22:03:49|2023-05-15T00:40:49|2023-05-15T09:22:49|gpunode7|billing=10,cpu=8,gres/gpu=1,mem=4G,node=1|Dependency
6012|hpc|user.89|COMPLETED|gpu|50|1304G|3-00:00:00|2023-05-14T23:23:49|2023-05-15T07:35:49|2023-05-15T17:37:49|gpunode8|billing=10,cpu=50,gres/gpu=10,mem=1304G,node=1|None
6013|hpc|user.89|COMPLETED|gpu|50|1304G|3-00:00:00|2023-05-14T23:25:49|2023-05-15T02:24:49|2023-05-15T06:15:49|gpunode8|billing=10,cpu=50,gres/gpu=14,mem=1304G,node=1|Dependency
6014|hpc|user.31|COMPLETED|gpu|17|175G|3-00:00:00|2023-05-14T22:16:49|2023-05-15T01:29:49|2023-05-15T10:31:49|gpunode9|billing=10,cpu=17,gres/gpu=1,mem=175G,node=1|None
6015|hpc|user.90|COMPLETED|gpu|110|464G|3-00:00:00|2023-05-14T22:59:49|2023-05-15T03:37:49|2023-05-15T04:21:49|gpunode10|billing=10,cpu=110,gres/gpu=14,mem=464G,node=1|None
6016|hpc|user.90|COMPLETED|gpu|110|464G|3-00:00:00|2023-05-15T00:10:49|2023-05-15T04:19:49|2023-05-15T13:29:49|gpunode10|billing=10,cpu=110,gres/gpu=16,mem=464G,node=1|None
6017|hpc|user.70|COMPLETED|cpu|17|29G|3-00:00:00|2023-05-16T00:54:49|2023-05-16T04:20:49|2023-05-17T04:01:49|node1|billing=10,cpu=17,mem=29G,node=1|None
6018|hpc|user.18|COMPLETED|cpu|26|413G|3-00:00:00|2023-05-15T20:56:49|2023-05-15T22:22:49|2023-05-16T15:14:49|node2|billing=10,cpu=26,mem=413G,node=1|None
6019|hpc|user.61|COMPLETED|cpu|27|315G|3-00:00:00|2023-05-15T22:12:49|2023-05-16T00:29:49|2023-05-16T01:13:49|node3|billing=10,cpu=27,mem=315G,node=1|None
6020|hpc|user.17|COMPLETED|cpu|25|24G|3-00:00:00|2023-05-16T00:54:49|2023-05-16T03:28:49|2023-05-16T11:08:49|node4|billing=10,cpu=25,mem=24G,node=1|None
6021|hpc|user.84|COMPLETED|cpu|7|40G|3-00:00:00|2023-05-15T21:55:49|2023-05-16T00:11:49|2023-05-16T16:50:49|node5|billing=10,cpu=7,mem=40G,node=1|Dependency
6022|hpc|user.51|COMPLETED|cpu|71|71G|3-00:00:00|2023-05-15T23:04:49|2023-05-15T23:34:49|2023-05-16T01:50:49|node6|billing=10,cpu=71,mem=71G,node=1|Dependency
6023|hpc|user.89|COMPLETED|cpu|9|224G|3-00:00:00|2023-05-16T00:02:49|2023-05-16T01:18:49|2023-05-16T13:38:49|node7|billing=10,cpu=9,mem=224G,node=1|None
6024|hpc|user.99|COMPLETED|cpu|30|326G|3-00:00:00|2023-05-16T00:18:49|2023-05-16T02:25:49|2023-05-16T07:58:49|node8|billing=10,cpu=30,mem=326G,node=1|ReqNodeNotAvail
6025|hpc|user.72|COMPLETED|cpu|3|10G|3-00:00:00|2023-05-15T22:55:49|2023-05-16T02:20:49|2023-05-17T01:53:49|node9|billing=10,cpu=3,mem=10G,node=1|None
6026|hpc|user.62|COMPLETED|cpu|51|507G|3-00:00:00|2023-05-15T23:40:49|2023-05-15T23:47:49|2023-05-16T03:36:49|node10|billing=10,cpu=51,mem=507G,node=1|None
6027|hpc|user.62|COMPLETED|gpu|64|296G|3-00:00:00|2023-05-15T21:55:49|2023-05-16T00:40:49|2023-05-16T03:46:49|gpunode1|billing=10,cpu=64,gres/gpu=2,mem=296G,node=1|None
6028|hpc|user.67|COMPLETED|gpu|7|26G|3-00:00:00|2023-05-16T00:23:49|2023-05-16T01:17:49|2023-05-16T16:14:49|gpunode2|billing=10,cpu=7,gres/gpu=2,mem=26G,node=1|None
6029|hpc|user.42|COMPLETED|gpu|15|162G|3-00:00:00|2023-05-15T22:52:49|2023-05-16T00:19:49|2023-05-16T04:57:49|gpunode3|billing=10,cpu=15,gres/gpu=2,mem=162G,node=1|None
6030|hpc|user.85|COMPLETED|gpu|112|490G|3-00:00:00|2023-05-15T21:00:49|2023-05-16T02:11:49|2023-05-16T09:15:49|gpunode4|billing=10,cpu=112,gres/gpu=11,mem=490G,node=1|None
6031|hpc|user.85|COMPLETED|gpu|112|490G|3-00:00:00|2023-05-15T22:28:49|2023-05-16T06:55:49|2023-05-16T19:18:49|gpunode4|billing=10,cpu=112,gres/gpu=14,mem=490G,node=1|None
6032|hpc|user.4|COMPLETED|gpu|6|244G|3-00:00:00|2023-05-15T22:46:49|2023-05-15T23:27:49|2023-05-16T21:45:49|gpunode5|billing=10,cpu=6,gres/gpu=2,mem=244G,node=1|None
6033|hpc|user.70|COMPLETED|gpu|19|6G|3-00:00:00|2023-05-15T23:53:49|2023-05-16T03:46:49|2023-05-16T05:31:49|gpunode6|billing=10,cpu=19,gres/gpu=2,mem=6G,node=1|None
6034|hpc|user.1|COMPLETED|gpu|11|41G|3-00:00:00|2023-05-15T22:13:49|2023-05-15T22:37:49|2023-05-16T01:39:49|gpunode7|billing=10,cpu=11,gres/gpu=1,mem=41G,node=1|None
6035|hpc|user.59|COMPLETED|gpu|18|1182G|3-00:00:00|2023-05-16T00:23:49|2023-05-16T06:20:49|2023-05-16T13:24:49|gpunode8|billing=10,cpu=18,gres/gpu=12,mem=1182G,node=1|None
6036|hpc|user.59|COMPLETED|gpu|18|1182G|3-00:00:00|2023-05-15T22:32:49|2023-05-16T03:00:49|2023-05-16T15:28:49|gpunode8|billing=10,cpu=18,gres/gpu=15,mem=1182G,node=1|None
6037|hpc|user.66|COMPLETED|gpu|19|144G|3-00:00:00|2023-05-15T23:32:49|2023-05-16T00:13:49|2023-05-16T20:08:49|gpunode9|billing=10,cpu=19,gres/gpu=1,mem=144G,node=1|None
6038|hpc|user.36|COMPLETED|gpu|17|862G|3-00:00:00|2023-05-15T21:30:49|2023-05-15T21:59:49|2023-05-16T01:36:49|gpunode10|billing=10,cpu=17,gres/gpu=15,mem=862G,node=1|ReqNodeNotAvail
6039|hpc|user.36|COMPLETED|gpu|17|862G|3-00:00:00|2023-05-15T21:41:49|2023-05-15T22:46:49|2023-05-16T02:10:49|gpunode10|billing=10,cpu=17,gres/gpu=16,mem=862G,node=1|None
6040|hpc|user.41|COMPLETED|cpu|19|36G|3-00:00:00|2023-05-17T00:32:49|2023-05-17T02:13:49|2023-05-17T03:14:49|node1|billing=10,cpu=19,mem=36G,node=1|None
6041|hpc|user.85|COMPLETED|cpu|4|114G|3-00:00:00|2023-05-16T21:48:49|2023-05-16T23:45:49|2023-05-17T07:47:49|node2|billing=10,cpu=4,mem=114G,node=1|None
6042|hpc|user.52|COMPLETED|cpu|33|200G|3-00:00:00|2023-05-17T00:34:49|2023-05-17T01:18:49|2023-05-17T17:02:49|node3|billing=10,cpu=33,mem=200G,node=1|None
6043|hpc|user.94|COMPLETED|cpu|28|702G|3-00:00:00|2023-05-16T21:21:49|2023-05-16T23:03:49|2023-05-17T09:43:49|node4|billing=10,cpu=28,mem=702G,node=1|None
6044|hpc|user.70|COMPLETED|cpu|7|13G|3-00:00:00|2023-05-16T22:13:49|2023-05-17T01:38:49|2023-05-17T11:01:49|node5|billing=10,cpu=7,mem=13G,node=1|None
6045|hpc|user.46|COMPLETED|cpu|70|675G|3-00:00:00|2023-05-17T00:17:49|2023-05-17T03:24:49|2023-05-17T05:34:49|node6|billing=10,cpu=70,mem=675G,node=1|None
6046|hpc|user.22|COMPLETED|cpu|36|88G|3-00:00:00|2023-05-16T23:48:49|2023-05-17T00:29:49|2023-05-17T23:35:49|node7|billing=10,cpu=36,mem=88G,node=1|None
6047|hpc|user.92|COMPLETED|cpu|13|90G|3-00:00:00|2023-05-16T21:45:49|2023-05-17T00:21:49|2023-05-17T17:08:49|node8|billing=10,cpu=13,mem=90G,node=1|None
6048|hpc|user.10|COMPLETED|cpu|8|52G|3-00:00:00|2023-05-16T21:11:49|2023-05-17T01:05:49|2023-05-17T09:36:49|node9|billing=10,cpu=8,mem=52G,node=1|None
6049|hpc|user.55|COMPLETED|cpu|96|259G|3-00:00:00|2023-05-16T22:46:49|2023-05-17T01:43:49|2023-05-17T15:24:49|node10|billing=10,cpu=96,mem=259G,node=1|None
6050|hpc|user.75|COMPLETED|gpu|64|203G|3-00:00:00|2023-05-16T23:40:49|2023-05-17T01:19:49|2023-05-17T18:55:49|gpunode1|billing=10,cpu=64,gres/gpu=2,mem=203G,node=1|None
6051|hpc|user.43|COMPLETED|gpu|6|53G|3-00:00:00|2023-05-16T23:20:49|2023-05-17T00:12:49|2023-05-17T02:40:49|gpunode2|billing=10,cpu=6,gres/gpu=4,mem=53G,node=1|None
6052|hpc|user.100|COMPLETED|gpu|1|236G|3-00:00:00|2023-05-16T22:20:49|2023-05-17T00:45:49|2023-05-17T12:52:49|gpunode3|billing=10,cpu=1,gres/gpu=2,mem=236G,node=1|None
